epoch,loss_avg,loss_test,acc_test
0.0,1.5062262751538344,0.013147308698264502,48.215053763440864
1.0,1.2751253441427692,0.01121490147805983,49.053763440860216
2.0,1.093593227441865,0.009686591138121902,57.39784946236559
3.0,1.0691754872148689,0.009066682079786895,59.39784946236559
4.0,1.0391280381667494,0.008651581368138712,62.27956989247312
5.0,0.9690071597243799,0.008037106484495184,64.64516129032258
6.0,0.9954794786795222,0.008131274151545699,64.75268817204301
7.0,0.858588062151514,0.009638525100164516,59.89247311827957
8.0,0.6965734565799885,0.007512988162937984,67.16129032258064
9.0,0.8191070630393847,0.007642768115125677,67.54838709677419
