epoch,loss_avg,loss_test,acc_test
0.0,1.8318565829711801,0.01417161928710117,48.215053763440864
1.0,1.434854560476892,0.013682018300538421,19.161290322580644
2.0,1.3054472416931509,0.00950308435706682,58.81720430107527
3.0,1.238758006370535,0.009038279434686066,59.89247311827957
4.0,1.154687694913032,0.008789628064760599,61.46236559139785
5.0,1.1118128437037562,0.008907893620511536,59.82795698924731
6.0,1.0806238830966108,0.008621726882073187,61.505376344086024
7.0,1.0329989026866708,0.008377598985548943,63.655913978494624
8.0,0.9108172224140635,0.007938503738372557,65.6774193548387
9.0,0.8536253861498599,0.007988289213308724,65.6989247311828
