epoch,loss_avg,loss_test,acc_test
0.0,1.4901567519425527,0.01227874517440796,48.215053763440864
1.0,1.2139874903578736,0.011567170209782098,44.27956989247312
2.0,1.1023786385037584,0.009004493105796076,60.774193548387096
3.0,1.0843566292769289,0.008735853286199672,61.82795698924731
4.0,1.0092152529927694,0.008529633995025388,61.8494623655914
5.0,0.9451772317494432,0.008484158797930645,62.645161290322584
6.0,0.9049157354657508,0.007800156249794909,65.54838709677419
7.0,0.8974131194696034,0.007673717807697994,65.82795698924731
8.0,0.8823408666811033,0.007453250897827969,68.04301075268818
9.0,0.7559704737031842,0.00773628257936047,67.61290322580645
