epoch,loss_avg,loss_test,acc_test
0.0,1.6493302844088487,0.012678887882540303,48.215053763440864
1.0,1.413545157572236,0.013425009430095714,36.30107526881721
2.0,1.2979106499691202,0.009215155070827853,60.193548387096776
3.0,1.1974646951815096,0.0083709454600529,62.064516129032256
4.0,1.12747511410653,0.008255162149347284,63.956989247311824
5.0,1.0671905524501897,0.007781756866362787,66.02150537634408
6.0,1.0208563973957843,0.007453317850507716,66.68817204301075
7.0,0.9718180213010673,0.007994923277567791,65.76344086021506
8.0,0.759049486858074,0.006617345620868026,70.81720430107526
9.0,0.6915307993991205,0.006606327184746343,70.66666666666667
