epoch,loss_avg,loss_test,acc_test
0.0,1.598643426100413,0.012748338765995477,48.45161290322581
1.0,1.2188145587013828,0.01320543776276291,35.44086021505376
2.0,1.081306274400817,0.011435768174868757,56.494623655913976
3.0,0.9432915879620447,0.01023521577799192,57.56989247311828
4.0,0.860494521756967,0.01032098767577961,58.55913978494624
5.0,0.7941440282596481,0.011286166291083059,56.946236559139784
6.0,0.6995066547559367,0.010348033629437928,58.27956989247312
7.0,0.6798191655013297,0.012515419458830229,59.01075268817204
8.0,0.49928867651356584,0.010553100839737923,58.236559139784944
9.0,0.44133736607101226,0.01110812367931489,58.55913978494624
