epoch,loss_avg,loss_test,acc_test
0.0,1.822546687541586,0.012153181927178496,48.215053763440864
1.0,1.44675897987503,0.012005381968713575,50.98924731182796
2.0,1.30374323238026,0.00919574308779932,59.225806451612904
3.0,1.2068910205906087,0.008353783331250631,63.46236559139785
4.0,1.1658450532140154,0.008499986785714344,61.89247311827957
5.0,1.0919561857978504,0.008081347416805964,64.06451612903226
6.0,1.0446088815277272,0.007853663977115385,65.6989247311828
7.0,0.9783705165891936,0.00762850986693495,66.49462365591398
8.0,0.758700596789519,0.0071854324046001635,68.3225806451613
9.0,0.6748779378831387,0.007416960991198017,68.25806451612904
