epoch,loss_avg,loss_test,acc_test
0.0,1.6399623437812834,0.012170682504612913,48.215053763440864
1.0,1.422448904902646,0.01242483103147117,38.365591397849464
2.0,1.2558663909633956,0.009316233063256869,58.45161290322581
3.0,1.179142404912096,0.008828880113940086,60.83870967741935
4.0,1.086564798698281,0.007997094738867975,62.70967741935484
5.0,1.047008746839834,0.007709373767657946,65.41935483870968
6.0,0.9617328981332707,0.008113951215180017,63.39784946236559
7.0,0.9174217394355573,0.007225924143868108,68.12903225806451
8.0,0.7576078369536183,0.006844843661272398,69.93548387096774
9.0,0.6925089977907412,0.006884791674793407,70.75268817204301
