epoch,loss_avg,loss_test,acc_test
0.0,2.0356624587015673,0.01317259192466736,48.215053763440864
1.0,1.585491806268692,0.011252949648005987,48.81720430107527
2.0,1.415920056176908,0.009313526935474848,58.946236559139784
3.0,1.296074440985015,0.009185519186399316,58.75268817204301
4.0,1.226437214649085,0.00910877945602581,58.774193548387096
5.0,1.1634382700378245,0.009117128393983329,61.03225806451613
6.0,1.0748270962274435,0.00893737216149607,62.623655913978496
7.0,1.026139248952721,0.009216983959239016,60.903225806451616
8.0,0.78257614690246,0.008359852196067892,65.11827956989248
9.0,0.6989317793737758,0.008573344340247493,64.58064516129032
