epoch,loss_avg,loss_test,acc_test
0.0,1.7352771222863568,0.012746951451865576,48.215053763440864
1.0,1.4010892064059706,0.011892572346554008,49.763440860215056
2.0,1.2770097594555112,0.009549741321994413,58.946236559139784
3.0,1.205659005127541,0.008333189131752137,62.02150537634409
4.0,1.1361543525299524,0.00835213037588263,62.946236559139784
5.0,1.0719394365402117,0.007568338430056008,66.66666666666667
6.0,1.0271014267723308,0.0074753620483542,65.6774193548387
7.0,0.9770265178048992,0.007205753086074706,67.78494623655914
8.0,0.7948783280914776,0.00658102021582665,70.7741935483871
9.0,0.7384916733116865,0.006545666376108764,71.13978494623656
