epoch,loss_avg,loss_test,acc_test
0.0,1.7277095636417126,0.013841284116109213,10.236559139784946
1.0,1.4226527820373402,0.012381506658369495,37.225806451612904
2.0,1.2910282908157371,0.009648473096150224,56.60215053763441
3.0,1.2076403423287403,0.008749226056119446,61.204301075268816
4.0,1.1392095890538445,0.008685336491113069,61.11827956989247
5.0,1.0815680576809523,0.007466023166974385,66.08602150537635
6.0,1.0085499351737142,0.007655048783748381,65.39784946236558
7.0,0.9636973403822416,0.008070993724689689,63.54838709677419
8.0,0.7395880074165332,0.006734987899500836,69.39784946236558
9.0,0.6543766513638113,0.006776588895628529,70.23655913978494
