epoch,loss_avg,loss_test,acc_test
0.0,1.5870010281602542,0.012452200023076867,48.215053763440864
1.0,1.1833031979022606,0.011382973604304816,51.72043010752688
2.0,1.0697116696021773,0.009256854006039199,59.54838709677419
3.0,0.9530155832568804,0.008832558720342575,61.69892473118279
4.0,0.8712559909080014,0.009060087248843203,61.97849462365591
5.0,0.8389168063347988,0.009105861834300462,61.634408602150536
6.0,0.8563239931157142,0.00894512620664412,61.74193548387097
7.0,0.8700750321149826,0.008652498145257273,62.81720430107527
8.0,0.6208458382523422,0.008166375781900138,65.48387096774194
9.0,0.5808393352411011,0.008283817133595866,65.95698924731182
