epoch,loss_avg,loss_test,acc_test
0.0,1.8661855416315976,0.014995316997651132,46.473118279569896
1.0,1.4198716759230152,0.011512558690963253,50.344086021505376
2.0,1.2992638538055346,0.010737467081316055,53.46236559139785
3.0,1.2217532898666281,0.009291596252431152,58.516129032258064
4.0,1.1061187692438113,0.008874311639416602,62.215053763440864
5.0,1.0248501878796201,0.008768546491540888,62.215053763440864
6.0,0.9762000926967822,0.008666173126748814,62.38709677419355
7.0,0.8893951215978824,0.00890444323580752,63.913978494623656
8.0,0.7322106920182705,0.008370296913449482,65.31182795698925
9.0,0.6549336191153887,0.008621967325928391,64.55913978494624
